reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOGlmQ-qFsm8plO-e28hmGkz_uOSvVLPNNZhSqkfc-0CA2BNQJwbGvIjztuOTEjsP6HCvsbZFWI-JFDR48Y,Nanette F,https://play-lh.googleusercontent.com/a/AATXAJzmGv-mPsGCzynDkwwknKR9iFGFftKFBHcjSNjn=mo,"I have to Uninstall the app and reinstall it because it randomly stops checking for exposures. EDIT: UPDATE: after following the instructions above about battery power it got WORSE. It not only stops checking for exposures but drains my phone . I would change the rating to Zero if I was able. Lots of other States got it right, did Michigan order their App from Wish?",2,6,1.3,4/29/2021 15:26,"Hi Nanette, we understand the device’s battery management software is cancelling background tasks created by the exposure notification system. We are continuing to research this & work with Google to identify a solution. In the meantime you can update settings at https://dontkillmyapp.com/samsung. Email us mdhhs-micovidalert@michigan.gov to assist.",4/26/2021 15:10
gp:AOqpTOESqU56cYF0FdLVfU2sEQ7lb5qSF8mxyimFOLj2VB1iWy2vOIyVwPopiLtij6xVQtRJ9S8oEk1iEgW0Eik,Cetandi Bolger,https://play-lh.googleusercontent.com/a-/AOh14GitXxVD6aSAsw7b3nYNRSpWIDK9mD_ZTWiU4r8vfQ,"Not that it matters now, but on March 28th my daughter and I tested positive for Covid. This app has still not notified us. So just a heads up. You can be in the same job/house with someone who is positive and there will be ZERO notification.",1,2,1.3,4/17/2021 16:31,"Hi Cetandi, this can be the situation in some cases as the app depends on other app users sharing their positive test results with an anonymous PIN they receive from their local health department and enter into the app. Did you receive PINs from your local health departments to put into the app? Email our team at mdhhs-micovidalert@michigan.gov",4/19/2021 18:53
gp:AOqpTOGfD-knuYGFNWYyabCfhwU9KgsTXVSQJNeOBwZ_hgTfrdPTM3v42Os1dNMvTsVW_g7wlN3EdRYtNuRW2Jo,George Coley,https://play-lh.googleusercontent.com/a/AATXAJyaTRKPJ1ASSW2wwnz8FJekSHAsx2kN-0CD_rWh=mo,"I only get notifications that tell me that it couldn't do a check without bluetooth being on. I understand that bluetooth needs to be on, but my device is on airplane mode at night while I am asleep and this app only seems to run a check overnight. Never have I received an accurate check from this app.",1,3,1.3,4/13/2021 11:25,"Hi George, we understand that the device’s battery management software is cancelling background tasks created by the exposure notification system. We are continuing to research this & are working w/ Google to identify a solution. In the meantime you can update settings at https://dontkillmyapp.com/ and email us at mdhhs-micovidalert@michigan.gov",4/14/2021 15:36
gp:AOqpTOFTTJDKHj8Wo57q9ukxNTuNq2pLabr_YT7zs0CSHqqX9DHSyX4Du8UKugYKVjL-Dg453ST4vePqdGizWd0,Katrina Nichole,https://play-lh.googleusercontent.com/a-/AOh14GjhmaSzOIUIUkA3l1zLVFs3rUvnXrZH2-Cgl7vshko,Worthless. Hasn't checked for updates since FEBRUARY. All settings are turned on/enabled but the app does nothing. I was in close contact with someone who tested positive for covid and the app won't notify me because it doesn't even check for updates. Waste of phone space and battery.,1,0,1.3,4/12/2021 18:40,"Hi Katrina, we've have seen issues where the exposure checks are not displaying the most current information. If you navigate to Settings>Google>COVID-19 Exposure. Next, press the ellipsis at the top right. Select Exposure Checks. Then press the ellipsis again and select, Export Exposure Checks. Please email this to MDHHS-micovidalert@michigan.gov",4/13/2021 15:47
gp:AOqpTOEdNitECyRNgYxA8mX52OsPseApgrfNAMSu2EbHcoZ8HI-182_FqMh3keTFfLjFA72y5dVphBICe5iTp9E,Dave Vanos,https://play-lh.googleusercontent.com/a-/AOh14Gg6nTt9QLy_z_8b7qH2vtI1kMShYs-GIaW0fS_P,"The app hasn't checked for exposure since December... Sort of useless. Battery saver is off, Bluetooth is on, data is on, etc. The app has no permissions other than enabling the android exposure settings. This would be a very useful app if it actually bothered to check for exposure.",1,7,1.3,4/20/2021 0:03,"Hi Dave, have you tried deleting the app and reinstalling it. This has worked for some Google Pixel users. If you continue to experience issues after these steps, please reach out to our support team at mdhhs-micovidalert@michigan.gov and we can assist you further.",4/20/2021 14:08
gp:AOqpTOEYrh_z-F8W4yCIFPzVlFgLRv0ijir9koR0C_czcuVHY_ylInZg7v9VqBPXidgqu_tLQIWoDJBRVNhAYnw,Sloan Holloway,https://play-lh.googleusercontent.com/a-/AOh14GicRv4uvkDGBM9fRQGBdgxgF4w31-sW1Y1B4iehpw,"Downloaded and like everyone else it stopped working. I uninstalled..reinstalled and checked settings as was suggested by the individuals who interact with the reviews. It hasnt worked in weeks and I had a close contact within that time, that wasnt caught. Wow. I wont be reinstalling .",1,11,1.3,4/3/2021 20:50,"Hi Sloan, we've have seen issues where the exposure checks are not displaying the most current information. If you navigate to Settings>Google>COVID-19 Exposure. Next, press the ellipsis at the top right. Select Exposure Checks. Then press the ellipsis again and select, Export Exposure Checks. Please email this to MDHHS-micovidalert@michigan.gov",4/5/2021 18:35
gp:AOqpTOHF6JEdmPQb2jUP1ph2oW7REFPrjBGg2Ds5xVthhterVhTF7C4sHgdyH3dBPif88lXAMW1L3kYDVP1a6vg,David Legg,https://play-lh.googleusercontent.com/a/AATXAJwqweRgxrbd7AVl0Z7kwBNJtpzesEAJX1iB49PD=mo,"It is now April. The app says it hasn't checked for exposures since Feb. 11. When I tried to export exposure notifications as outlined in other replies there were no notifications listed, and the info text says that the log only includes data for the last 14 days. When I click export I don't see that anything has happened, and the ""last checked"" date is still Feb. 11.",1,2,1.3,4/12/2021 12:25,"Hi David, we've have seen issues where the exposure checks are not displaying the most current information and we are sorry for this. Can you please email a screenshot where you are not seeing the exposure check data to our app support team at MDHHS-micovidalert@michigan.gov so we can investigate this further.",4/13/2021 15:49
gp:AOqpTOHpd6qyA_CcyVbaEEtISJ3H2pOWoU9dXv9hnWVj4c3ihVZnbLa6NCK7SXQuWiqEwAJL8IUiQgsWHiXutyY,Mark Brooks,https://play-lh.googleusercontent.com/a/AATXAJyo9kn4v39PGeZtQr3TC0wAPhY4P3BOSYk5w1A8=mo,"Today is 2/24, the last scan was on 1/24. Leave it to the government to create a useless app. Once the problem was fixed, it's working good now!",4,3,1.3,4/28/2021 20:16,"Hi Mark, thank you for the update. We are glad to hear the app is working successfully for you. Stay well!",4/29/2021 13:57
gp:AOqpTOGRfqqJK_12F09LTt6n_vPti5GhcHz5-278IIJHihnXuG9ZkjghVtnm5QV1It9AzQasW4Izw3bCyvoDRps,Jeri Watson,https://play-lh.googleusercontent.com/a/AATXAJx7wQwviEIue3UgiFONkI0ruoCv6LXnrJF5ay8qyA=mo,"Hasn't checked for exposure since Dec. 31, 2020. No way to manually update it. My Bluetooth is always on, I never have the battery saver on. So I'd have no idea if I had happened to come in contact with anyone who had it. Feels like #puremichigan",1,1,1.3,4/19/2021 16:42,"Hi Jeri, have you tried deleting the app and reinstalling it. This has worked for some LGE users. If you continue to experience issues after these steps, please reach out to our support team at mdhhs-micovidalert@michigan.gov.",4/19/2021 19:41
gp:AOqpTOHSNr4g-Z7nXDG_zF2X711olPIo_D1tpY61OLFcq7m5Rk-5hID6xqXd1Vgr8L3MK-3esw7Kwd04frH7onM,Walid Damouny,https://play-lh.googleusercontent.com/a-/AOh14GjmepRnjAsrXBoydX-uPh74NUg5IG1zN-TCp-ODYg,"Even though the app does it's intended job, there is a serious flaw in the fact that most of the people that I've introduced this app to, have said that it is useless. People don't understand the value of self reporting that well. A better approach is if the app presented some updated infection numbers and link to the Local Health Department Vaccine Information website and vaccines.gov to entice people to install this app as their one stop shop for COVID information and vaccination in order to make reporting a no brainer rather than something people have to be cognizant about independently.",3,9,1.3,5/16/2021 2:51,"Hi Walid, thank you for the useful feedback. The app does have a gateway to the latest case numbers, testing, vaccination and other statistical information. You can find the ""Stats"" in the app near the lower right corner which provides MI specific data with links to other data sources as well from our partnership with Johns Hopkins University.",5/18/2021 18:25
gp:AOqpTOEEcLlQ97x5nMjFtSKe8hc0lm2YrB56vFYpFNuG7fgI10GZqytDQXjPSrYzmbXQFj3sWcxbOPsmIJqYb0g,Donald Jory Jr.,https://play-lh.googleusercontent.com/a-/AOh14GhLKhxgwyIg8wSrYUwKunfQBq8Jer3zqy_kWbx4,"You need a pin number to report a positive Covid result. I called and left a message, but they never called me back. So... that renders this app useless, aside from Covid news & numbers.",2,0,1.3,4/30/2021 5:10,"Hi Donald, you are correct, the app requires a unique PIN in order to report a positive case in the MI COVID Alert app. Please reach out to our customer support team at mdhhs-micovidalert@michigan.gov and share your specific local health department information so we can investigate this further.",4/30/2021 19:36
gp:AOqpTOFKoiEpZEvKkLoxyvbaqbFzB8JC69araGAueJYMoZDiDuUn6hYjdccR4rdk7zi-9-bKY4lG6kamRy6p3xA,Kelly Maenle,https://play-lh.googleusercontent.com/a/AATXAJzfH3kNV0Q4bq0HZ4CjrLOnK0IFayHZ6-IqLRK8=mo,"Does not work. It last check for exposure 3 months ago when it was installed. My location service is turned on, and exposure notifications are on in the app.",1,1,1.3,4/9/2021 0:47,"Hi Kelly, our understanding is that the device’s battery management software is cancelling background tasks created by the exposure notification system. We are continuing to research this & work with Google to identify a solution. You can update those settings at https://dontkillmyapp.com/samsung. After these changes, please uninstall/install.",4/9/2021 18:36
gp:AOqpTOGjrAVEd-lKAg77kZ6nMxmhgh787ixc3-yOalh1jVaRmEWSL1A6RFOstfRgfCZwsMPdntpWIhBZllNYaxs,Shaun Collins,https://play-lh.googleusercontent.com/a-/AOh14GjmVeKcnKGG35_vffsqDOQ5B6DD_Adr5veZNDni11A,"More tools for the Vaccine! The app is great but is lacking major portions that should be on the subject of ""Vaccinations"". Such as locations for Detroit residents. Information on the various vaccines available & where. A Q & A section on possible vaccine info to help stop forms of ""vaccine hesitency""",3,2,1.3,5/2/2021 20:22,"Hello, thank you for the feedback. Here is the quick link: https://www.vaccines.gov/search/ and you can then type in your your Zip Code and mile radius. You can also search by specific brand availability. You can click through the Virtual MDHHS within the app (at the bottom/middle), but that does take some time. We are sorry for the inconvenience.",5/3/2021 18:07
gp:AOqpTOFLcq6VvQNDS9T9BAxB2skQczCGxN6pG4_pk8XwbfCnnq8tamBT73Coq_mzEsR9P5gZcTe2QCaFbS9hwq4,Stephanie Hay,https://play-lh.googleusercontent.com/a/AATXAJxhqw8io8kzGpgQNVHqdVYFie4QLW1Q3AO-E3PK=mo,I did the whole background battery app check thing suggested below. This was not the problem. Bottom line. It's time to give up on the ghost. It doesn't work and it's not the battery settings.,1,15,1.3,4/1/2021 2:56,"Hi Stephanie, we've have seen issues where the exposure checks are not displaying the most current information. If you navigate to Settings>Google>COVID-19 Exposure. Then press the ellipsis at the top right. Select Exposure Checks. Then press the ellipsis again and select, Export Exposure Checks. Please email this to MDHHS-micovidalert@michigan.gov",4/5/2021 18:27
gp:AOqpTOGRPdtc4jQJbenlbv1CAXGKMh4wPyYc1YqdKGen9LtEi2tyD7Hyh_YjDTq7aJWqXvijcDkGV_ILFY4dbUA,Dave Atwood,https://play-lh.googleusercontent.com/a-/AOh14GjVUffNsF3Sfnyku_FH7Lb-aNTHdBA4hGtgdS_igjA,The negative reviews are correct. This app hasn't checked for exposures since I originally installed it 12 days ago. It has permission to track a user's whereabouts but is entirely useless in actually alerting users to COVID exposure. Uninstalling. Edit: nope I checked that. The app had full access to battery usage.,1,0,1.3,4/19/2021 19:40,"Hi Dave, please send your exposure log to our team mdhhs-micovidalert@michigan.gov . Here are the steps to do that: 1. Settings > Google (tap this) 2. Under Google, choose COVID-19 Exposure Notifications (tap this) 3. Tap the ellipsis at the top (Exposure Checks) 4. Tap the ellipsis again under Exposure Checks, then Export Exposure Checks.",4/19/2021 19:48
gp:AOqpTOEST9FGFcfoibHAnhi-MqagSHizs5crFoOPIfo8qct832wIdBSn6aKNQ-Ub9hc9q5PwirKAymzKT6MDMnU,Christopher Knapp,https://play-lh.googleusercontent.com/a-/AOh14GiFcD5FwmdwyFCwOdG7xtMf4hwaP719XBrGgfiKOw,"I wish it worked better, but no one uses it. I've had this for 5 months now and it's not telling me nothing even though I know people have Covid due to the area's I work at. 😑",1,0,1.3,5/11/2021 18:33,"Hi Christopher, thank you for the feedback. The apps success is realized when more folks are using it and putting in their anonymous positive test results in order to notify others. Feel free to email us mdhhs-micovidalert@michigan.gov if you need additional help with the app.",5/13/2021 17:57
gp:AOqpTOHk0YmK9rn2Z65jrwl-ZYyngPLukvGDtanzTr922ZbDyXpYw0rYCOBDJqDy4uGZjXcRtmzDAhCsqvwMEvc,Therese Barraco,https://play-lh.googleusercontent.com/a/AATXAJzGXKs2sobEg9y2GT1JWOVmKow3SPutLnIHVhbt=mo,Mine hasn't checked for exposures since January 3rd. It's April 13th. Bluetooth has been turned on the entire time.,1,1,1.3,4/14/2021 0:18,"Therese, we understand that the device’s battery management software is cancelling background tasks created by the exposure notification system. We are continuing to research this & are working w/ Google to identify a solution. In the meantime you can update settings at https://dontkillmyapp.com/samsung & email us at mdhhs-micovidalert@michigan.gov",4/14/2021 15:39
gp:AOqpTOGSKKPBQRzThTIf9mxwG4HV3v8uLkD-8IYx7TaD0wtmAhtJvAd65SOY8v_FIZuHhSr2Px6-KYCPLxltfkc,Sean Houthoofd,https://play-lh.googleusercontent.com/a-/AOh14GjyoEb624k36u1Euxe22sU9yK7Z9H_ZMUuDrBNHlA,It hasn't checked for exposure since March 20th. I've followed the instructions regarding battery management and nothing has changed. I can't email you the exposure file because when I click on export exposure checks nothing happens.,1,0,1.3,4/9/2021 10:59,"Hi Sean, after making the battery setting changes were you able to uninstall and reinstall the app. Please email our customer support team at mdhhs-micovidalert@michigan.gov if you continue to experience issues.",4/9/2021 18:38
gp:AOqpTOHKvZRMQtd3tZ2zpbJ7vaotEhxm2AWgIHT5bYTuV8-0kWWX151kWD70aUB2O3P5TaHyc2ZBJ5zIY5ZC_Wk,Sail Band,https://play-lh.googleusercontent.com/a-/AOh14GhqwP7KDLB-ZlxjvwY1hsE574DSqfr4pPA22F70Tw,"Has not checked for exposure since Feb 20, 2021. I followed your instructions and my Covid 19 app is still not working. Nothing Exported as well when I clicked export.",1,5,1.3,4/1/2021 22:59,"Hi Sail, when you navigate to Settings>Google>COVID-19 Exposure. Then press the ellipsis at the top right. Select Exposure Checks. Can you send us a screenshot of what exposure checks you see and email this to MDHHS-micovidalert@michigan.gov. We will have our support team look at your hardware/software combination along with the screenshot.",4/5/2021 18:31
gp:AOqpTOHAFnJl9FBQd0JoThCZ5ZFU6ZLfQW7_vGq2FGgSbr-wsoODh3TxXXHpo1434K0wvX7V2nHP9NquMbG7cLM,Grant Warr,https://play-lh.googleusercontent.com/a/AATXAJx2wxUKvCIBRzWwwS7UqQ2t0EMdFKZI45k06qU-=mo,Exposures was last checked mid-February despite having bluetooth on all the time and occasionally opening the app.,2,0,1.3,4/25/2021 14:38,"Hi Grant, we understand the device’s battery management software is cancelling background tasks created by the exposure notification system. We are continuing to research this & work with Google to identify a solution. In the meantime you can update settings at https://dontkillmyapp.com/samsung. Email us mdhhs-micovidalert@michigan.gov to assist.",4/26/2021 15:06
gp:AOqpTOG7Oy63vUeHZvv7GooBiE8uU9cpJkAlccu8xj6OY2HHuSajRv0VUfrtT2_dts47yE36TG2WUht6v7o6Suc,Ernest Demmon,https://play-lh.googleusercontent.com/a-/AOh14GjeGwvV7LrxAOZHzvrPayhSmc1MEp8SF5xFpn0oHw,This has not checked for 4days. I now have dropped to 1 star. It hasn't checked exposure since 3-22. It is now April 26 and still no check since 3-22. I will delete this because it is useless to me.,1,2,1.3,4/26/2021 13:14,"Hi Ernest, we understand the device’s battery management software is cancelling background tasks created by the exposure notification system. We are continuing to research this & working w/ Google to identify a solution. In the meantime you can update settings at https://dontkillmyapp.com/samsung. Email us mdhhs-micovidalert@michigan.gov to check.",4/14/2021 21:09
gp:AOqpTOH0KTtV8BW6L2JSerzXIlOwGnOBJG8X7QQcwd_9H-0a3-BnKZ2Vz95CfucFX9VRSPzygDBwbsupa_u8ErM,Sara Kruger,https://play-lh.googleusercontent.com/a-/AOh14Giv2Bw9ZZKda9M5XrnBkV7Mp7o8zbTTeHT-gCLO,It just keeps saying I last checked on February 10th. I've tried checking several times since then and it never updates,1,0,1.3,4/29/2021 11:24,"Hi Sara, sorry to hear this. Your device’s battery management software may be cancelling background tasks created by the exposure notification system. We are continuing to research and work with Google to identify a solution. Please update settings at https://dontkillmyapp.com/. Email us mdhhs-micovidalert@michigan.gov if you need additional help.",4/29/2021 13:55
gp:AOqpTOERqk2MhXJ6kRaVel-_Vx2hDWwUWim14F5XPDImhDcKRDO-unWUKiCSXER65quk1mbs_qslsE7z-NYpC5E,Peter Ziegenfuss,https://play-lh.googleusercontent.com/a/AATXAJw5GA-WhBgua3eLM_2q5UUejGtDb_ghtK8v4THK=mo,"I have had this app installed for 3 months and I am out and about all the time. According to this app I have never even been close to anyone with the ""disease"". You must be kidding me. With the whole country shut down because of this I must have been near someone by now. What a joke. Either make it work or trash it. You are supposed to be protecting peoples lives but you are just giving false hope. Fix the damn app, you idiots, and quit making silly excuses.",1,3,1.3,4/23/2021 15:09,"Sorry Peter, the device’s battery management software may be cancelling background tasks created by the exposure notification system. We are continuing to research this & work with Google to identify a solution. In the meantime you can update settings at https://dontkillmyapp.com/samsung. Email us mdhhs-micovidalert@michigan.gov to further assist.",4/26/2021 15:14
gp:AOqpTOF52Ub3Q61uafKQ6G9H_f098mfpDdIMpN3R48lviqJB9pm2DzDrE7G8Y9WzKt-H5Ru0QJxa5yisH2y_QqY,Ronald Sohn,https://play-lh.googleusercontent.com/a/AATXAJy1UZ1wBPCASfQFeUKSxJWgKoNMR2QZUjaKYK1K=mo,"The last time the Exposure Notification updated was on April 18, it should update more often.",2,1,1.3,5/1/2021 4:13,"Hi Ronald, have you been able to make the battery adjustments? Our understanding is that the Galaxy's battery management software is cancelling background tasks created by the exposure notification system. We continue to research this and work with Google to identify a solution. You can update those settings at https://dontkillmyapp.com/samsung.",5/3/2021 18:12
gp:AOqpTOEsP9vKQvBd3o2Rj2QMzLKpeh2Rw0zQYEbRkHbZgf157_4CZPLnVa3T5KmLH7b0z2_iD8Jx1_09ApFxQvQ,Ricki Cohen,https://play-lh.googleusercontent.com/a/AATXAJwC7By_236A2KGyWwywu_rY4bHKRti2zzBGwO5K=mo,They force you to use a mystical pin that is next to impossible to find the person to give it to you after calling both local and state health departments who are not open over the weekend.,1,1,1.3,4/5/2021 12:52,"Hi Ricki, we are sorry to hear of the experience you had with obtaining a PIN from your local health department. If you wish to share the specific local health department info, please email our support team at MDHHS-micovidalert@michigan.gov so we may troubleshoot this further. Again we are sorry for your experience.",4/5/2021 18:50
gp:AOqpTOHhJVQ5p4oHNRhT13Iz4fPS5z1Fv4Lh-SIdJzwFh7mP0KodP9zyHFd0bzWllV2MhsPfRlwwUXeTcDksZK8,Kiran Kumar Annem,https://play-lh.googleusercontent.com/a-/AOh14GiEBzlRvvJq-id3-mHvLokJ9hCluJ888oncRpDLJMI,App not checking exposure since 3rd April. I have the latest version of the app with battery optimization turned off.,1,0,1.3,5/18/2021 21:25,"Hi Kiran, we understand how frustrating this is. We are continuing to work with Google to identify a solution for your hardware and software configuration. We are sorry for the inconvenience.",5/19/2021 19:01
