reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOF8ykqzG4CR27TUv09gqmLchXymm_Tf_OuMnxmUIWRjEpuvgAaU7KLNz0mzZyphKlxK6N2z4Gz1xEdTQi4,Chris Davis,https://play-lh.googleusercontent.com/a/AATXAJyxKZcw-qCYgJTUTmUeM6AnEm6f70KkI8afgmPo=mo,"Horrible and doesn't work at all. I am guessing the app developer is Slow, like the apps name. Google should remove this from the store. It does not look to be supported or updated any longer. Worst app I have ever downloaded!",1,4,1.6,4/9/2021 13:32,,
gp:AOqpTOE7JvUCs83PfQJbLKOAAWBeA_vZb2zYKtxXYDXm6qcfYiePE5d3nwugTtsqOXRFGDh4Z0zs-CnGrF3F1Qs,Amanda Picket,https://play-lh.googleusercontent.com/a/AATXAJwaV7F0a0V15H-sNh4NL_CpeTijofJAfAHirNep=mo,"I have a situation much like the previous commenter. My last check was January 12 and I have a google phone, I tried looking into the android setting to avoid snoozing but no luck. It would also be nice to have an in app feedback troubleshooting resource. Overall it's a good idea and keeps personal data safe",3,11,1.5,1/23/2021 17:46,"Hi Amanda! Open your phone’s Settings and go to Device Care > Battery > App power management > Apps that won't be put to sleep > and Add SlowCOVIDNC. Also, please update to the latest version of the app and Google Play Store. If that doesn’t work, please uninstall and reinstall the app. Please email NCHealthIT@dhhs.nc.gov if this doesn't help!",1/25/2021 16:13
gp:AOqpTOFcfQBtCLcdbQpBzb5Y4Sb0aPXlZZQw3x03NUuDsrFELWcJNeNRU9kabo3LSaV0WhNcYPsgAO_YLZAv62M,Paul Moses,https://play-lh.googleusercontent.com/a-/AOh14GhJW-bO3TMUEeqvFSiZBMlX3Bl464Lt-WpWN9Oe-A,"Have recently uninstalled and then reinstalled this app. Seems to be working since I can see the date change from last check, but one problem, if this app has been downloaded by so many how is it that when I go to the store around a lot of people, there's no show that I may have been exposed. I'm pretty sure that majority of these people have the app, and care for others to turn it on correctly?.",3,89,1.6,3/2/2021 13:35,"Hi Paul! Please make sure you have the latest version of the app and the Google Play Store. To prevent the app from snoozing, open your phone’s Settings and go to Device Care > Battery > App power management > Apps that won't be put to sleep > and Add SlowCOVIDNC. If that doesn't work, please try uninstalling and re-installing the app. Thanks!",2/9/2021 18:06
gp:AOqpTOEm8GBKqo6ifQoN6PWornNdhQuV8NHZNKasMzr6NSAFRTgRr3MsTtf9UtJ8OQ7eETywTR22fPmGvMQDsZc,Steve Miller,https://play-lh.googleusercontent.com/a-/AOh14Gi5R7bxr7ObKqHho1HhTrmsIPzM-WteXG1d9ckSFA,"I loved this app until it was updated; since then it has not worked at all. It automatically turned notifications off and wont allow them to be turned on again, and since I deleted it and tried to reinstall it, it has been stuck in a loop for the past 2 hours.",3,81,1.3,12/25/2020 2:13,Hi Steve! Thanks for reaching out and reporting this issue. Please email NCHealthIT@dhhs.nc.gov so we can troubleshoot this issue further. Thanks again!,1/4/2021 16:07
gp:AOqpTOGNyKKP4fehgJb28v9MIDzCmE6lCyYzWeG7pbKifpiujP5tmXLBVevWwELj5fxbgFaAECLE8fHs9GetSR8,Amy,https://play-lh.googleusercontent.com/a/AATXAJzdwp18xQvnmM7sojp5v_gC8a1A1b24BJY81Uww=mo,"I found that the process to obtain and use a PIN was too much effort to put forth while I was sick with COVID. I notified people verbally instead - via mass text.. much less time involved. When ill with COVID, people are spending their precious time sleeping and NOT going through social media promopts to set up a PIN - very ineffective! I am also a nurse and mother of 2 - I've had the app since the beginning and have had NO notifications - again, ineffective.....",1,17,1.6,1/26/2021 7:10,"As testing has surged, many of the test providers are having delays in the data entry process. The PIN is generated immediately upon the lab report being received by the NCDHHS system. We are working with our partners to improve the process. If you continue having issues, please call our dedicated help line at 844-628-7223. Thanks for your support!",1/26/2021 16:24
gp:AOqpTOG0ZoZ0f4K7RJrOsdK9sxnN_lIe2vZT0OT6gquGIGxCQkHBmD0qH-iNgB3NcY2fo68HcyVnweYD8RqcFrU,Jesse Welborn,https://play-lh.googleusercontent.com/a/AATXAJxljnXKmNBTubdbvMai7Yv7dlfT9mJckwneROPW=mo,"My daughter tested positive, lives at home, has the Slow-covid app but it always said I had not had contact. When she reported her positive test to the health department she was not given a pin to report her test. I have also had some co-workers test positive and not been notified through the app.",1,17,1.5,1/25/2021 22:29,"As testing has surged, many of the test providers are having delays in the data entry process. The PIN is generated immediately upon the lab report being received by the NCDHHS system. We are working with our partners to improve the process. If you continue having issues, please call our dedicated help line at 844-628-7223. Thanks for your support!",1/26/2021 16:24
gp:AOqpTOFp0LYxt0ZyryN_brMBTPLwHD_ivTo9LD2Hb_yRn_lR_2og5l4Pkx_R8LZW4FX2584Z5CtqyHeVqlh5pvQ,Mike Hill,https://play-lh.googleusercontent.com/a/AATXAJymnyXdpcKo7PojgJReoj2KwYj-cI7rPlFi2BKB=mo,"I am becoming increasingly disappointed with this app. It hasn't checked exposure since January 5th 2021, that's over 5 weeks ago. Seems a pointless app. I have been opening the app almost daily. And yes, it is the latest update according to the app store and it is on the do not sleep list. Even today, Feb 15th, the last exposure check was Jan 5th.",2,42,1.6,2/15/2021 13:25,"Hi, Mike! Please make sure you have the latest version of the app and the Google Play Store. To prevent the app from snoozing, open your phone’s Settings and go to Device Care > Battery > App power management > Apps that won't be put to sleep > and Add SlowCOVIDNC. If that doesn't work, please try uninstalling and re-installing the app. Thanks!",2/15/2021 13:06
gp:AOqpTOFY98nf8s663hvZk_H9hut1n0aCql5cyGIQeo84et75QFt_pQFZ7y56Dfzc4fHNWvQwQeNtviOTiR2RGgA,jaime shiver,https://play-lh.googleusercontent.com/a-/AOh14Gi3wk8Y4PpG7R976hCtR9Ph9GAE6_0BoyKjGwde,"Deleting the app, I got covid, tried to do the right thing and alert others through it. I'd rather take the time to post this review then call and get a pin. And based on other reviews attempting to get a pin isn't always successful so I'm not wasting another second on this. And I don't need a developer reply thanks.",1,19,1.6,1/26/2021 4:33,"As testing has surged, many of the test providers are having delays in the data entry process. The PIN is generated immediately upon the lab report being received by the NCDHHS system. We are working with our partners to improve the process. If you continue having issues, please call our dedicated help line at 844-628-7223. Thanks for your support!",1/26/2021 16:24
gp:AOqpTOHy6bUFQI4VDBCsR0ED4VN1kyCIdB3kngzqQ-GxSVipAEbSq00VPgPPBj0AtBITGckf2C9_F5ACrwOYZY0,susan armstrong,https://play-lh.googleusercontent.com/a-/AOh14GiJJsK68WH-_WhL2btFCVud6QuWCs8csiOQ1Pmj0w,"I tested positive at a minute clinic. When I tried to enter my positive result it didn't have my information. I called and got a PIN, but when I entered it, the app still wouldn't take it. I was able to notify everyone I was in contact with that I knew, but I was out in the world a good bit.",2,3,1.5,1/19/2021 21:28,"Hi Susan! Thank you for your feedback. To escalate this issue, please email us at NCHealthIT@dhhs.nc.gov and send a screenshot of your phone with the app open showing what you see when you try to enter your PIN. Thanks!",1/21/2021 13:42
gp:AOqpTOFSicSZx1WQXsTIspiMWMBpGxx8y1pJ2PzqLcscfWPnrccXf3qlyj7uaJz4F6o0rE7qH84UruMnElJFssc,James Meehan,https://play-lh.googleusercontent.com/a/AATXAJy_SN1DRM1AJAjaYE3XzUrHcRmjREZZnMxXsx_e=mo,"Found out I was exposed from a coworker who tested positive. I got tested and also found out I was positive. Unable to get a pin to share my results and the app never knew that I was exposed. Its honestly kind of useless at slowing covid. I did find out where to go get tested, but otherwise this app sucks and its no wonder we have all time record deaths and hospitalizations. Time is of the essence with Covid and this app doesn't have any sense of urgency. Im thinking of uninstalling it.",1,5,1.4,1/17/2021 16:32,,
gp:AOqpTOFv6KmE2g6yry_Nk4_U8uaCeT0AHSfQzbnKYBzwK-KXIstlsJ6eZJopRptYi9K2oHRyflnlGrUhoYy4NaY,Chiebin s,https://play-lh.googleusercontent.com/a-/AOh14GgSWpfFkmdguf2UWaEMhWBg2Xz9PTUfVmEH86VNFA,"A few bugs, especially in the Data (last) option page. Give the option to search specific areas like zip code, but won't let you type in anything.",3,9,1.3,12/29/2020 22:56,,
gp:AOqpTOGpLMeVZlF3fgol6TJa6bX4Y5DOalCgg2wBWANQJUG27nYw09E9QSoJr9LzBZyFEhKXckg_xuduOzLHyD4,Donna Lewis,https://play-lh.googleusercontent.com/a-/AOh14GjlU2yasKfyYAOAYFsFZNVZ6vUI5pQfpdACS90Gyw,My app has not updated since January 15th at 7:04 a.m. so if I've been in contact with anyone that has notified the system then I'm just SOL.... in addition to the pins being so hard to get and to administer while you're sick...this was a good idea but has a lot of flaws... but I still wish mine would update... it worked fine for several several weeks and now no updates,1,7,1.6,1/28/2021 4:10,"Hi Donna! Open your phone’s Settings and go to Device Care > Battery > App power management > Apps that won't be put to sleep > and Add SlowCOVIDNC. Also, please update to the latest version of the app and Google Play Store. If that doesn’t work, please uninstall and reinstall the app. Please email NCHealthIT@dhhs.nc.gov if this doesn't help!",1/28/2021 13:12
gp:AOqpTOEt1ntLtea5x2RT4-SyZ_EoKsXgxqyE41fjJYdp9kh-R_a013zV5dwqXv7o5QIDBA_df1zUcNpcY4BFM-U,Jenny Halasz,https://play-lh.googleusercontent.com/a-/AOh14Gi7SkBs1QqqxclDV11r__ITC8h_I9oP3UmEkBDFLIM,"This app has a 100% fail rate. I had COVID in Dec and it STILL can't get me a pin so I can notify others. It would be too late now, but seriously... My husband (who also tested positive) had the same experience.",1,6,1.6,1/25/2021 18:09,"As testing has surged, many of the test providers are having delays in the data entry process. The PIN is generated immediately upon the lab report being received by the NCDHHS system. We are working with our partners to improve the process. If you continue having issues, please call our dedicated help line at 844-628-7223. Thanks for your support!",1/26/2021 16:23
gp:AOqpTOGF66jcj5Hr5A3BwUFWs3TabToaxyTeq1zFTww91C2lTjOlgMJ8QtLV8CwoN6YOOPAxVZxWvxMKSj0HyEU,2L3LS,https://play-lh.googleusercontent.com/a-/AOh14Gh-sb5e_uHBHIarwu2sBSY6aYA_FV2zGXy2rABmvg,"Tho it shows option to choose metrics, they cannot be changed. Having to obtain (& wait for) a pin is an encumbrance & bottleneck as well. Will deter ppl from using the app. Have found this app to be of minimal utility, unfortunately.",2,5,1.4,1/9/2021 20:43,,
gp:AOqpTOGOqUXvMrDqz9RRHs_ylwle5W3C71-rBpT-jvJcS-nOLAXRUt6oDAxg-X2kIJqBpBJs6oY4yMVSBx5q_94,CoffeeBeforeMascara,https://play-lh.googleusercontent.com/a-/AOh14Gh_OL_cdt2bJRXSTwI_6jCw506739ct_qBZzW0DF10,Unable to obtain a Pin using the form due to always failing the CAPTCHA. I've tried being case sensitive and not case sensitive. It fails every time. I've tried this on Chrome and Firefox browsers,1,11,1.3,1/2/2021 8:04,"Hello CoffeeBeforeMascara! Thank you for reporting this issue! This issue should now be resolved. Could you please try again and if you continue to have an issue, please email us at NCHealthIT@dhhs.nc.gov with a screenshot of what you’re seeing? Thanks again!",1/6/2021 20:16
gp:AOqpTOHowFoteXIGeOpbuQvDLATCYcHvvJywUKWv9y_eMJHj61VKZZHNezPE8AHvGQCPJ0MJkJiohEfinSeoHOA,David Smith,https://play-lh.googleusercontent.com/a-/AOh14GjZoaPNTk29HwaiUgfb2ThfiUb1PkJV7jiijwnB4ho,No this app does not work. I tested positive in December and the still don't have me listed. I've called the number too and they just say to call back in a few days. Useless.,1,5,1.4,1/14/2021 15:56,"Hello, David. Thank you for your feedback. We would like to further troubleshoot this issue. If you're open to it, please send us an email at NCHealthIT@dhhs.nc.gov and we will escalate the issue. Thanks again!",1/15/2021 13:37
gp:AOqpTOHQ52bFsIbFYm-OEYURitrgnPmv6-9TT2rqlnXUegGzOQbiIq3IBq9mfM86Uy6C4Vk13ONdZ67P5wnA56g,Big Bear,https://play-lh.googleusercontent.com/a-/AOh14GjOl2qj6KgBBvvEkGZ8yaSk_aHjeyavO-BdviYCow,Stupid thing doesn't work. Someone has covid and two stores have been closed due to having covid 19. This app never alerted me I found out via facebook.,1,13,1.6,3/18/2021 21:21,"Hello! The app should provide you with an exposure notification if you and the person who tested positive had the app installed prior to them testing positive for COVID-19 and the phones were spaced 6ft or less for 15 mins. If this wasn't the case, please email us at NCHealthIT@dhhs.nc.gov to further escalate the issue. Thanks!",3/22/2021 12:37
gp:AOqpTOE7HdqmM8FB15F-lFS4WYLH7DB9-0xo3rPe18BStnlbcnQNyNdqrHDCUm1L24Qll6VyYQdETuKLZF7qfOA,Michael Schwab,https://play-lh.googleusercontent.com/a-/AOh14GgOJCz2KKj5J19PtgDsRrojDFMpxsXrwSu9dH5AZA,"No issues with the app itself. As stated previously, relies on other people to use the app effectively though. During a public health crisis, even if you can't force people to install the app on their phones because they own them, then the company should be able to ban you from using their cell towers unless you install it.",5,30,1.3,12/25/2020 16:29,,
gp:AOqpTOHjihD4B2GcDSlpAc1ywRkbmB2oCynRid2PHZfR6H4GDtUzD8ufEKRD__XHCX2jm0qXIB3npJCHXr7ECu4,Lindsay Williams,https://play-lh.googleusercontent.com/a-/AOh14GjlqTRoG38QSG-RJ69cHUb9J-nQtGaezr89rgVYHa0,"I was exposed and this app had no idea. I was contacted by text and phone call over a week later by NC Health Dept. Was that the app or just the department? Thank goodness my job was on top of it. The app has not reflected that I was exposed, and it should let me put in my test results. Still not sure what the point of having this app is??",1,4,1.6,1/25/2021 17:13,"Hi Lindsay! It’s possible that your local health department notified you as a part of their traditional contact tracing. If you were exposed to COVID-19 and the infected individual did not have the SlowCOVIDNC app, you would not have been notified through the app. Thanks!",1/26/2021 16:23
gp:AOqpTOEJ1vca6WBJf-IEL17lYrVwg6O94-wJVYc2AMwsvgNx-KMY_D8f5TiTswAdUGIjTQalCbT4IIDEwIQGnVM,Sheena Ghee,https://play-lh.googleusercontent.com/a-/AOh14GhD5jkjJvaCGLGF4eKghM3MCVGdTTttggNO0Bsp1og,I am confused. I was thinking this app would check for exposures on a routine basis but my last check was back in December and I see no way of manually requesting a check. Am I missing something??,2,4,1.5,1/21/2021 3:03,"You can prevent the SlowCOVIDNC app from being snoozed by the Samsung battery device care service. Open your phone’s Settings and go to Device Care > Battery > App power management > Apps that won't be put to sleep > and Add SlowCOVIDNC. Also, please update to the latest version of the app. Please email NCHealthIT@dhhs.nc.gov if this doesn't help!",1/21/2021 13:37
gp:AOqpTOG47KIdJR34O1U46xWGTxMDo7xYM3bC_B9FG8IYacI9TfQOa6N2uWcLYGLDF8pzsMW8DjVU-sPKD1_0wPM,Jim Winters,https://play-lh.googleusercontent.com/a-/AOh14GjGDB3JkC10Qf16lbo9gurEdbYJAojZ3LrV5Rf9gXQ,"In a place where people think freedom and masks are related, do we expect people to use this and honestly report? Now with the mask mandate lifted for those who vaccinate, those who do not now have an excuse. In concept this app is fantastic, but I doubt any actual results.",1,1,1.6,5/27/2021 22:54,,
gp:AOqpTOEglQMrcY2wjJ5ma0ECvJtoHh5Iwr6APIJQsBbjXi2w-QnBC-WEG6Kyhyr9vTtfHECHshfwh8IvFcWnNv4,Cheryl Shreve,https://play-lh.googleusercontent.com/a/AATXAJy7JKQg46M8yJQYiJ8ICOzr6tmx_J_AkRurXO2F=mo,Can't give it anything but a 1.. I just reloaded it yesterday. Had for a while but Uninstalled because it never showed exposure and I knew I had been exposed. Several times. Thought I'd give it one more try. I've got a feeling people aren't going to be honest. So this app may be a dud because of that. I'd give them 6 stars for good intentions but people still run around shopping and everything else. They don't quarantine like they're supposed to. Sad but true.,1,6,1.3,1/8/2021 14:57,,
gp:AOqpTOGICtdmQRRy1BVTSPF6qG06jxyc4APpmUyvWKC2o-eN2QtGoevOb9XKNMX_CWLyqPWbIKuo8OotS_6EXDk,Nick Jones,https://play-lh.googleusercontent.com/a-/AOh14GhdTNya-Yeal13HWQ7qL036pZPGKcsnEq20dNr_eA,Terrible App. I've had this app since the beginning. It stops checking for exposures at random and then it's hard to get it working again. It hasn't checked since the 17th.,1,2,1.6,1/25/2021 16:36,"Hi Nick! Open your phone’s Settings and go to Device Care > Battery > App power management > Apps that won't be put to sleep > and Add SlowCOVIDNC. Also, please update to the latest version of the app and Google Play Store. If that doesn’t work, please uninstall and reinstall the app. Please email NCHealthIT@dhhs.nc.gov if this doesn't help!",1/26/2021 13:24
gp:AOqpTOEapsdKCRmQp6ZNwTgjnDO2Xx48o8SaLPxvWGW1Hejp_qw-IBpGxoqBeTUMPpFVOdSUtnDdszA79nrAFmw,K T,https://play-lh.googleusercontent.com/a-/AOh14Gi2vWqQGs2yze_SP8jF3TMjEyKtyi_NWd2P6RD5,"Not sure how effective this is unless there's greater usage than we are seeing now. I was at my docs office yesterday, and was 6 feet away from 2 people with positive tests. Not a thing's showing up on this program.",2,5,1.4,1/8/2021 19:43,"Thank you for downloading the app! SlowCOVIDNC notifies you if you have been in close contact (6 feet or less for 15 minutes or more) with someone who has shared a positive COVID-19 test result in the app. We are actively promoting adoption, but if people do not install the app and carry their phones with them, the app won't inform you of exposure.",1/11/2021 15:46
gp:AOqpTOGPGheSi022Wsn4SO_bEjGpXIJeRCgCwvDwYt_17ci_zHIqWcatlsgXaHdsyL0pCsDNjnyUkwWrhQyHPJU,t redd,https://play-lh.googleusercontent.com/a-/AOh14GjzOZfZkag_vfoOMAlbVi9_soEXYUCmYZxaIHCDodI,"App works well in theory. Tested positive and never was able to get my pin to report positive result. Now app no longer checking for notifications. Hasn't checked for any since January 2, 2021",3,4,1.6,2/8/2021 2:18,"Hi T! Please make sure you have the latest version of the app and the Google Play Store. To prevent the app from snoozing, open your phone’s Settings and go to Device Care > Battery > App power management > Apps that won't be put to sleep > and Add SlowCOVIDNC. If that doesn't work, please try uninstalling and re-installing the app. Thanks!",2/9/2021 18:06
