reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHulxf9hiHWJJQ5XV06CNVYjwB8h-x_3_Gm4_xrdmCcHF0VIwI6ntrMuvcuwC2CTdktks_EsjMm2YfV,Mike Usa,https://play-lh.googleusercontent.com/a-/AOh14GieErHpwhftoj-K8tkH6yNZP67ulfo55ZkshEWMww,"Sounds like a great Idea and im going to try it out for a while but ppl arent going to like the fact that Bluetooth and location hafta be on all the time so not only will it kill everyones batteries but ur going to be followed everywhere you go and to alot of ppl its going to sound like a gov plot to control ppl thru this ""backdoor"" method!",3,28,minted141003,12/24/2020 11:49,,
gp:AOqpTOESVU34kGg_42wNvorKXx-KJBeAc4kbKgwIAfrjpkCFXbMAhW6XiO-bGqyB6zk2FwOk_x1ln10cvx_i,Scott Martin,https://play-lh.googleusercontent.com/a/AATXAJxspKXXvPFaoGjdSx62maKC5SB8423jiWGeM_1X=mo,"Under the ""Notify Others"" tab, I have to scroll down to see the ""Share Covid 19 test results"" button. Some may not scroll and get confused. The ""Share Covid 19 test results"" button should be higher on the page.",4,18,minted141003,12/24/2020 19:40,"Thank you for the review, suggestion, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",2/3/2021 20:30
gp:AOqpTOFcW-FEq5MnMBmEOvk_7Zv17KD9ln3M4ClOP8zBUat0VW9Rh7XVfwN3aK_n1P4aKgnVZsyTPHrXSknS,Dave Busch,https://play-lh.googleusercontent.com/a-/AOh14GhfPDyHp-RQ4GSxRZC1gcerrVN5rzRILM8MtVqp0qI,"Sounds like a decent idea. I am unable to notify others. Asks vor a verification code, but does not describe how to obtain the code. The devs email comes back as does not exist.",1,21,minted151020,3/23/2021 22:37,You can call the Wisconsin Exposure Notification Support team at 833-941-1652 to assist you with a verification code.,3/30/2021 22:17
gp:AOqpTOFrIiGUVMuqk6OqBxNrEAhYxE7J88nSOpINOXegfJKj2tj4zaEN6fPe2iQ-YXv95yJmqSZBQxa29pAJ,Kaminari Katuhstrofik,https://play-lh.googleusercontent.com/a-/AOh14GjVtqXN2crAPXMeu7v-w0bgLUNNt59Wtjy-oMRYRg,"Truly blessed are we in this age of technological development to have a way to track pretty much nothing, actually. This app is not only severely ineffective, but only serves a purpose to people with compromised immune systems. Normal healthy people do not need to worry about this any more than pneumonia or the flu. Stop the fear mongering and get a damn grip. This is getting ridiculous. A TRACKER IN YOUR POCKET that drains your phone battery... Hope you don't need it to call 911 or anything...",1,32,minted141003,12/26/2020 19:18,"The WI Exposure Notification app is one of many tools Wisconsin is using to stop the spread of the COVID-19 virus.
",1/17/2021 20:20
gp:AOqpTOGZl0hLROKRZsKkWKkeYhArI0v4v-s6C5ZXzKpx8Tz843wL0Zzl9OYstGoxkrJGsT2Gnj8nQJGNbAvk,Sly Goat,https://play-lh.googleusercontent.com/a-/AOh14Gh9THVchICxmH0_NcS5U2MtcoPqOv2onnoBAmK4qA,"Installed easily, have not had any issues related to this app. Note this app does not track people or collect any personal data. Please encourage other Wisconsinites you may know to install this app. See Wisconsin's covid website for additional information.",5,9,minted141003,12/25/2020 16:32,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:47
gp:AOqpTOFc4pHDAkQCyDyRZ2nmnoTPXktGaeJk3032Gn9kt6xxbd1HcIwhPrfExmmQll4G_UPcI1JcILVguK3S,Justin Masuga,https://play-lh.googleusercontent.com/a-/AOh14GgA960Ap-_0YpQz-cQ7wG7FR_Xz9r9SZcbrRhw9XhY,Seems good so far. I wish it would encourage people to stay home if they are infected. The University app is supposed to be used as a building access pass. If you are positive or have not been tested recently then entry is denied. Seems like a good thing.,3,38,minted141003,12/23/2020 22:05,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:49
gp:AOqpTOF-4q5xylZxSm3MLqe2NiJNn7-_ss6YdEMh1Bmp3qYFIcM4UqtJ-O9GnuaVvN6T2Li8vdcEnRJNLWmS,Ray,https://play-lh.googleusercontent.com/a-/AOh14GhfpJi-vMsnPxOq6j8gxTCMAV3F8-oqbVY1Ckjg-g,"I love this App Its very Secure and All But, It should be available on older phones like android 4.4.2 And more because I cannot get it. I may know why but I would really love this app on my Lower Gen Phone.",5,20,minted141003,12/23/2020 21:29,,
gp:AOqpTOH-by5T_HcBxUesyTpE77RadnLBToegeq7_r5QI3Mi7WD0ChlpU0axOsuW-SNh-NiWq6JAyH9cfY1tQ,Jared M,https://play-lh.googleusercontent.com/a-/AOh14GjDz91tPBlBikPFkvXxQJ8s-FwB7GiFWDdx_gSdsA,App does not allow my phone to connect to other bluetooth devices. Would be useful but have to uninstall since it essentially breaks my Bluetooth.,1,12,minted141003,12/30/2020 14:39,,
gp:AOqpTOEZrUeM60JDUSIIV-iou-guN04FUnt10qFDHTKGsA-MscEhzQQw9k1kMtvBNcGCD9h5q8F4cORyLqvt,Nate Fietzer,https://play-lh.googleusercontent.com/a-/AOh14GjKU9cgYJMQvpmrI81Q9zk7hgbAAduy8BUJMybmO-w,I like how clean and simple the app is but incredibly disappointed in the roll out. The app is only as good as the number of people who have it installed.,5,21,minted141003,12/23/2020 22:43,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:44
gp:AOqpTOF7DVnmOgFfvPGfhX0qqg82uL9XVC9K0LgengJT27Eqx6F80-8XcvN8r6PQQ3LQOL5Dq6mmmKFOSH6v,Chris,https://play-lh.googleusercontent.com/a/AATXAJzvhf1JGb0U21Dm8gLsD8FxruRKKLe91y0ssIKG=mo,Evey news story says turn off Bluetooth because that is how people hack your phone. This turns on your Bluetooth forever all day.,1,13,minted141008,12/31/2020 22:28,"WI Exposure Notification uses Bluetooth Low Energy technology to identify and notify close contacts.Bluetooth signals are randomly assigned to your phone and change every 15–20 minutes. The app does not gather or store any of your personal information or remember your location.
",1/17/2021 20:33
gp:AOqpTOGayGidP-VwoYaa5rJnIOGnLxHhJr22tKklICYRNZwV7brY06BAm7C2HL8rIJe-0CDZZJKRSEbnsYsL,Jamestown,https://play-lh.googleusercontent.com/a-/AOh14GgH46GmuSXeUPdmo33VbYWcrAMhBDXFWoZSf5hYvQ,You need to figure out a way to make this work without Bluetooth to waste battery life,1,22,minted141003,12/26/2020 9:11,"WI Exposure Notification uses Bluetooth Low Energy technology to identify and notify close contacts. Bluetooth may be turned off when you are not around other people. Just remember to turn it back on when there are others nearby.
",1/17/2021 20:23
gp:AOqpTOFwi2UzyEqbLqcaSsKUhR6Hpe5xgsxrhS8WlWlikKnRMDeljIhgy_Mb4wNdYMNam60_k1bC7LN9It83,Tyler Berube,https://play-lh.googleusercontent.com/a/AATXAJym08Uvo15HTWfGT9XKLIOaR_LCF-ZvUK1xUa8M=mo,"I live in Maine. I've never been to Wisconsin. Every day I get a push notification on my phone to download this stupid app from Wisconsin, so i downloaded it just to leave this damn review and now I'm going to delete it.",1,28,minted141003,12/27/2020 3:54,,
gp:AOqpTOHm3wqYt2cE3NJUxEEpHALnE_jyjXsHURt5yLvkI7-9YDR1eKkPuu98V38Tr4lmAc92Wff8Z-flrDv-,Tyler Marson,https://play-lh.googleusercontent.com/a-/AOh14Gh930ol1G2UUje6xPemT9KGQdLCgUI8rcko0JNSPw,Simple. Would be great if more could use this app and we try to get a handle on this pandemic.,5,14,minted141003,12/24/2020 14:49,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:46
gp:AOqpTOGS2HVyoKME9sdbE4g43nrdv6s-pmQjfLIlgdWZYGahEGMdpu66ltBxWs1LNJzJWV1UnvtaYn7ef1he,Timothy Rausch,https://play-lh.googleusercontent.com/a-/AOh14Gj7WFxjS9q5ub5t0EwLemO0Vq_2WVzwB0GgjGYBFQ,The app sits there and doesn't do much. I haven't received any notifications and I haven't sent any; hope that doesn't change. Does this work with other states or only other people who have this app installed? What do people in Illinois use?,5,2,minted141008,1/19/2021 0:47,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",2/3/2021 20:21
gp:AOqpTOEWxYG4pFfj8nB8ZiJuuH0Edq4aMc7oNDhKHSJ43u3GEtudFm_mZBO5qBH5DRGx_nfgT4r1RD1xoW8e,James Brunette,https://play-lh.googleusercontent.com/a/AATXAJykYhI8hE2HtG0OfXkk3pFwE2FranONMG6XP85p=mo,Don't have any experience. Why are people so positive about this. This app just came out. No one can you really say what's going to happen. Here come the AI filled Dracos.,1,8,minted141008,12/31/2020 23:48,"The WI Exposure Notification app is one of many tools Wisconsin is using to stop the spread of the COVID-19 virus.
",1/17/2021 20:34
gp:AOqpTOHjkQpo88qMBj16ud0Qp5Js-eHBt0R3CupRPN8uGcoYRLqAfQxCTxVbXiKfcJPaM6NuVyxYIw56VZE4,Nicole Severing,https://play-lh.googleusercontent.com/a-/AOh14GglFeBnIiCeQqABGlomo0Lrz1ej1KK4RjETydtc,"I love the idea of this app, but in reality it does not work. I've had multiple known, verified exposures to Covid since installing this app shortly after it was released and have never received a notification. Most likely because people aren't reporting their test results, I understand, but until contact tracing improves it isn't worth the space on my phone.",1,2,,4/25/2021 21:46,,
gp:AOqpTOF0FrJbvKiWwQWxwe3-RP50Je20hR5zW52w3AG5Go90rDWUk7Hxz3lugOqyIgoQFi3KVHI0mQXkErWk,Kirby Taylor,https://play-lh.googleusercontent.com/a-/AOh14GhaBCazcf1-mnxzOZsRhwG9CjV37p4aC32hbDt7,I love this App it helps let's me if someone else who has covid-19 this is a cool app to use in case if someone else is exploded to cov-19.,5,9,minted141008,1/19/2021 1:43,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:46
gp:AOqpTOEy_xd5dv_JSLdcI9hAEtJeWDv4JwC-Y_7ylJEg_HJ8SPhx_Wjwhgrjt_jQ2SdtIGtbfy1tu9cyIy_y,Nicholas Wautier,https://play-lh.googleusercontent.com/a-/AOh14GiJGaMlcaI3o4Os5n-YqoOedPTanntw56bL6aDaFA,"A secure, anonymous way to help get rid of this virus and get our world back closer to what it used to be.",5,6,minted151020,3/21/2021 19:05,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.
",3/30/2021 22:13
gp:AOqpTOFKbcLvOZTChVmLzKn1kDeOFhMBkKJeG9zv5J1F8-QTjYuZtYqN3dS8LhOpvOpWU1e2ms0-Hi0UimJl,Nina Craig,https://play-lh.googleusercontent.com/a-/AOh14GgN1eam_785H7SkYgws6XtC6AoAe8S4SC9QamUBzg,"I installed the app upon availability. However, it never proved personally useful, as I was proactive immediately upon learning that the virus had been identified as a highly-contagious coronavirus. I avoided high-risk environments at the onset of reports of the whistleblower doctor, who was disciplined for sounding the public health alert. Nonetheless, the app appeared to function as intended, even though I was likely never exposed to a self-reporting Covid-positive person, also using the app.",5,0,,5/12/2021 19:58,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",5/18/2021 17:50
gp:AOqpTOE3-TY5B22zrYz3hooelct9KMVFhJb_oueKTw1ofcFTmp08xpR-C_PkX3HqpDvVOMbb1X5ij03VZpXD,Laura Vanderbilt,https://play-lh.googleusercontent.com/a-/AOh14Gj2BM1taorCYEQXkKAURsyeBByr4BRc-nQ5J2vacQ,"This app fits under the heading 'civil responsibility.' If you care about your family, neighbors and community, you will add this to your phone to help keep them and you safe until we can all get this virus under control.",5,8,minted141003,12/30/2020 16:48,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:48
gp:AOqpTOFD8897Gdk4Z7y11A2_g_0M19i-W52mWVxZ0ovC8PNL6mfX9AF6CH0uobWt789NDQmmHML4ULtx5Bmk,Rory Bean,https://play-lh.googleusercontent.com/a-/AOh14GhXoK_xIOq9HLDmPbzhV8IvUMAD2ms8zyw0Qg6NUA,"Not very effective. I'm in a rural farming area filled with non-maskers. I have not been notified once, even though people I have been in indirect contact (same place same time, but not actually talking with them) with were diagnosed with Covid-19 in the same week.",1,0,,4/15/2021 11:50,,
gp:AOqpTOFqelZlNTpmcuco9tNjul0o80V6Qw2MMT0xMfY8TpC-FnUcyHcw3TWHdQUiN9-ephg_HCB9opPTUH9c,Bob Fritsch,https://play-lh.googleusercontent.com/a-/AOh14Gje5jTvFQk0Sg3a6VFC2TOIEI29JR7WH4tLEYHY,"I wish I could get it to download properly as it just keeps saying ""Pending"" as it tries to download through Google Play. I've been trying for 3 days now & it still won't download. What's the problem? Bluetooth is active & working on other devices just fine. Never had this problem b4 unless it's the sheer magnitude of people downloading it. Any help would be appreciated.",1,8,,12/26/2020 22:52,,
gp:AOqpTOGCttnpj24lrrxNhjb1ghKc9O_1FPNETZTYTYQP-2i4dwn8IKapz3-guYuMhsOtfHlzDUQ_AGcnQtQL,Eli Geidel,https://play-lh.googleusercontent.com/a-/AOh14GhI5YyHFVwINa69d_k6-yorPuW1iTdDaE5a4Kax,Its a good app but there is some noticeable power drain from Bluetooth constantly searching.,4,2,,4/3/2021 17:24,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",4/6/2021 19:42
gp:AOqpTOF30HlYBEIcZVLnPnKEYSRwA1SUvsVxEKsTKy-JT1jGG8T-_uaZmzkNe-vjiR36SyFsMbz33quGn0m7,Brad Stops,https://play-lh.googleusercontent.com/a/AATXAJyw729J6EQQ_PmWJuKLhxPiiRn4tq3sW8p6jfZ7=mo,This app is completely pointless. Not once have I been notified that I have come in close contact with someone infected so it gives me a hunch that no one is using this pointless app. Just another FAIL by One Term Tony and his cronies. This app eats up your battery; don't waste your time. After all it's just a virus and you cannot hide from it. Let's get back to living normal life again.,1,0,,2/18/2021 17:43,,
gp:AOqpTOHr9mDWgtRMc--gafn1bJLN4oYoaIO7t2iw_9V6374AdWSfualpbfC_Z0FxMfCLB8dX5AYQ5LzbAvo0,Nicholas Haines,https://play-lh.googleusercontent.com/a/AATXAJw2p4M9Wuqi2UfCgFipjtw10cqDyDrjiIpkyush=mo,"Waste of tax dollars, I wonder how long until this gets deleted, super scary virus has. 005 percent death rate folks, veterans would be ashamed to know we fell for this stupidity, oh also your stupid if you installed this in earnest",1,65,minted141003,12/24/2020 16:19,"The WI Exposure Notification app is one of many tools Wisconsin is using to stop the spread of the COVID-19 virus.
",1/17/2021 20:12
gp:AOqpTOH_TpVAstymqJ4RMsYzizW1UYlgddkLl1yk3NXEkb24RS6TZS8VeKpkYxv9V4mb61bwA8rQUAEgTVO_,Leeann Swenson,https://play-lh.googleusercontent.com/a/AATXAJz0risO2zcEzplolBVQ6yqXhgTsKtR2DUbWLoX2=mo,I live is a low income high-rise housing unit that's dealing with a outbreak and the county health department knows because my social worker knows but yet instead of a app I downloaded to inform me of such risks I found out from paper signs that have to keep being reposted because some people can't leave them alone you would think the state would track outbreaks in mainly senior elderly housing units and issue appropriate notices.,3,3,minted150003,2/18/2021 3:54,"The WI Exposure Notification app is one of many tools Wisconsin is using to stop the spread of the COVID-19 virus.
",2/23/2021 17:28
gp:AOqpTOEDE-DL9fLclDjlXzuTllJRzK11kRtQayioYam82maSeb2SaAEKhShltIL7CCdRhFv7C3GNkvzIOJrg,Philip Ohlinger,https://play-lh.googleusercontent.com/a-/AOh14Gj08Hsg3Ork6EoVfZBSfKqfVjC1jMC-F2Z54MXOmJg,"Thanks Wisconsin for getting this running - app looks great, another way to help protect us if we come in contact with somebody who is infected with COVID-19",5,26,minted141003,12/23/2020 16:41,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:43
gp:AOqpTOEFB00on85EO4uue7khFIZyenEGNoboJ45qrI1217BdzVOpJH7SYC6lWC1Bqu56bKXc8xAcHur7rmeI,gigi c,https://play-lh.googleusercontent.com/a/AATXAJxhp-yxMGEpgpA4wDvVcPv-otqdoj_DfsDRlOc3=mo,It keeps telling me to turn on my bluetooth yet somehow my bluetooth will not turn on. I have uninstalled it.,1,0,,1/18/2021 4:10,,
gp:AOqpTOEo4fajMvcYehz-UrWxe5DVIYAAUenx19fbtTE1UmteiRWoeJyfMniduI-D2Ub7mK59CchePDGM4B3A,Mackenzie Deffenbaugh,https://play-lh.googleusercontent.com/a-/AOh14GiCN894F9en7dLlCfUl5h5SrTEW22nyjU-CkRjitA,Fake/fraudulant developer contact email address. No response to concerns. I don't trust it.,1,25,minted141003,12/26/2020 17:48,"The Play Store Developer Contact for this app was provided to us by staff at Google.
",1/17/2021 20:24
gp:AOqpTOEVelcaguKJp126hMLwHDBqc1iHpLwmHiCIZ6T86PUyjXPPXxUXufxksow2WdVJtPvF2mYthLPGn3FB,Janet P,https://play-lh.googleusercontent.com/a-/AOh14GiINhMdivS7vO-hip2CbqknHpRcEodwVDYJB5tyig,I think this is knocking out all my other blue tooth connected devices. Anyone else having that issue?,3,6,,12/28/2020 16:22,,
gp:AOqpTOGKsoVyVyc2_P4nSr4mrpOxscdmb3hnrccaYqevvZrgWrRone4-IAVVyUnw-0YvXzZNWWS9t5ygjo5q,Jason Kuiper,https://play-lh.googleusercontent.com/a/AATXAJzR5VNZ64VGYQ7bnNDkd7M-RP8male6tnoKMxgK=mo,"Requires some verification code to report positive result. No clue where this code comes from so I couldn't post my result. Pointless, but that tracks due a government app.",1,0,,3/14/2021 23:33,You can call the Wisconsin Exposure Notification Support team at 833-941-1652 to assist you with a verification code.,3/16/2021 16:53
gp:AOqpTOGom0Zs9ewklhFATJpQji3T_c1QqUAM0hA8bISit8oNgGOswQcoW_j3jiVDfQ3xysD51xr5ZCgsAa-Y,Ted Tang,https://play-lh.googleusercontent.com/a-/AOh14GhnX8E1ZH8FT1wAXTxk-blPNXcgiqvaNskzHgoM5g,No idea if it is working or what it is doing,3,0,minted150003,2/23/2021 17:52,"WI Exposure Notification uses Bluetooth Low Energy technology to identify and notify close contacts that are also using the app. Bluetooth signals are randomly assigned to your phone and change every 15–20 minutes. The app does not gather or store any of your personal information or remember your location.
",2/23/2021 17:28
gp:AOqpTOHzzPtJajEGdNouYS8E6-gzFcAcHRhhiODBeG1VM8T_xxwwkAR86KJ4XC3Aw2KlLm7nbGFgkMn7lAaF,Mistress Brianna,https://play-lh.googleusercontent.com/a-/AOh14GjhvyOlpPXuvlBQ-ye9NPb42b_CeqOp3yT7A1jj,It kills your battery due to using bluetooth all the time.,3,12,,12/26/2020 13:53,,
gp:AOqpTOETLLztwQhMffYessoBeUxQqAmW1RGThhYjbrzFvImlIfVVrrjVRTYOGiWZdwVyZqi_5b2JSP8WFccm,frank marano,https://play-lh.googleusercontent.com/a/AATXAJwywXlw1rGBqxpuRo4Bieaf01-woY0yF2FH5Cg=mo,Awesome idea! Will be sharing with my friends and family!,5,14,minted141003,12/23/2020 21:49,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:44
gp:AOqpTOGf8m4wC3SrHL0cUhgnpp6z6Bgll-C4FQFPHTa4JsPzv5Qsp8UfbT3x04U-GVi4kAA-xVfaeBDtDa9M,slëpyjag hobby,https://play-lh.googleusercontent.com/a-/AOh14GiPfQM59vqp05wjWw0xn3EFWdRQAIZZi6Im0q_JYw,"THIS APP DOES GATHER AND STORE INFORMATION, HOW ELSE ARE THEY GOING TO IDENTIFY YOU? I love how they reply lying about it after I just traced the program.",1,34,,6/14/2021 1:49,"WI Exposure Notification uses Bluetooth Low Energy technology to identify and notify close contacts.Bluetooth signals are randomly assigned to your phone and change every 15–20 minutes. The app does not gather or store any of your personal information or remember your location.
",1/17/2021 20:11
gp:AOqpTOG2HKC3pxbCfY1oRecT9yUJzT9p5y3xaqvpr6cT83kpqc3G31SjUwlXQlnFpl7y9-S-7D1QgEz2qs1V,Jerry S,https://play-lh.googleusercontent.com/a/AATXAJy8-NGnvwrFjd9qrQczzdAZ6uelSqxiN1jBMjz1=mo,Don't pay any attention to the ignorant Trump Hannity worshipers. This is a useful app that is intended to help protect you and others.,5,4,minted141008,1/1/2021 0:08,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",1/17/2021 20:48
gp:AOqpTOGVTJmjaa-Lb8_gkmJ-hj29B7qdQEOr5t-dYxLJD_4dcKvc9gC_dHtwXmowC0ZJANNzc_YzXIrkuupH,William Richey,https://play-lh.googleusercontent.com/a/AATXAJxWHfeg5HPENa8uCE4WMMatUCaglE4rJR9G6AZy=mo,"Great idea, we all should use this. I'm promoting it to everyone I know.",5,1,minted141003,2/2/2021 2:32,"Thank you for the review, and for using WI Exposure Notification. Together, we can stop the spread of COVID-19 in Wisconsin.",2/3/2021 20:18
